Edge Coord
a77bc (821.522,1413.88,1.895)
a77cd (825.843,1416.38,1.895)
a78[0] (375.14,1580.47,1.895)
a78[1][1] (855.444,1402.22,1.895)
a79 (841.412,1369.01,1.895)
a8 (611.68,1881.33,1.895)
a80 (891.113,1236.33,1.895)
a87[0] (1259.01,1315.12,1.895)
a87[1][1] (1302.4,1307.51,1.895)
a88 (1286.26,1306.95,1.895)
a89[0] (1350.06,1300.99,1.895)
a89[1][1] (1499.71,1314.41,1.895)
a9 (681.045,1805.08,1.895)
a90 (1517.49,1312.27,1.895)
a91 (1541.05,1317.72,1.895)
a92 (1558.72,1316.3,1.895)
am1 (794.473,1428.56,1.895)
am2 (1811.68,868.659,1.895)
am90 (1312.35,1305.61,1.895)
am91 (1326.95,1298.87,1.895)
b10 (369.507,186.981,1.895)
b100 (260.774,150.728,1.895)
b101 (897.614,435.085,1.895)
b11[0] (729.303,359.934,1.895)
b11[1][1] (830.854,402.677,1.895)
b12 (1792.41,847.033,1.895)
b13[0] (164.07,715.08,1.895)
b14 (240.687,624.084,1.895)
b15 (522.757,741.67,1.895)
b16[0] (708.798,367.758,1.895)
b16[1] (628.985,548.148,1.895)
b17[0] (542.867,743.435,1.895)
b17[1] (643.61,523.656,1.895)
b18 (531.364,755.079,1.895)
b1[0] (24.69,873.58,1.895)
b1[1] (480.704,964.803,1.895)
b20+19a (454.446,907.921,1.895)
b20+19b (447.985,898.046,1.895)
b20000+35[1][1][1][0] (1407.88,672.796,1.895)
b21 (413.809,960.245,1.895)
b22[0] (225.77,960.19,1.895)
b22[1] (397.683,990.136,1.895)
b23 (474.457,893.406,1.895)
b24 (466.598,935.308,1.895)
b25 (452.127,931.296,1.895)
b26 (819.112,861.991,1.895)
b26.-170 (684.867,807.019,1.895)
b27 (555.084,758.608,1.895)
b28 (350.042,390.71,1.895)
b28a (516.723,483.03,1.895)
b29[0] (623.578,528.903,1.895)
b29[1] (506.496,467.223,1.895)
b2[0] (934.951,1078.12,1.895)
b2[1][0] (744.647,1050.09,1.895)
b2[1][1][0] (461.663,947.686,1.895)
b2[1][1][1] (416.514,936.61,1.895)
b2[1][1][1]b (392.897,929.035,1.895)
b30 (652.136,544.711,1.895)
b31 (744.209,570.292,1.895)
b34[0] (970.9,487.169,1.895)
b34[1][0] (900.316,663.836,1.895)
b34[1][1] (820.466,870.729,1.895)
b35[0] (982.681,476.131,1.895)
b35[1][0] (1181.99,570.23,1.895)
b35[1][1][0] (1395.96,667.394,1.895)
b35[1][1][1][1] (1445.68,689.902,1.895)
b36 (835.848,871.015,1.895)
b37 (992.575,929.877,1.895)
b38[0] (966.088,1062.74,1.895)
b38[0]a (990.428,998.226,1.895)
b38[1][0] (1019.12,928.648,1.895)
b38[1][1] (1103.19,726.461,1.895)
b38[1][1]a (1135.08,649.916,1.895)
b39[0] (1163.16,572.481,1.895)
b39[1][0] (1123,670.46,1.895)
b39[1][1][0] (1085.75,759.732,1.895)
b39[1][1][1] (1003.07,950.169,1.895)
b3[0] (452.44,23.09,1.895)
b3[1] (376.553,220.789,1.895)
b3[1]b (322.073,390.754,1.895)
b45 (977.341,1022.65,1.895)
b46 (1022.34,944.983,1.895)
b47 (1216.26,1018.34,1.895)
b49[0] (1229.43,1015.53,1.895)
b49[1] (1308.27,830.739,1.895)
b4[0] (289.082,491.703,1.895)
b4[1][1][0] (343.35,371.029,1.895)
b4[1][1][1] (391.785,183.784,1.895)
b50[0] (1373.94,670.377,1.895)
b50[1] (1329.55,772.707,1.895)
b50[1]a (1296.86,848.984,1.895)
b51 (1406.89,595.087,1.895)
b52 (1658.25,538.84,1.895)
b53 (1394.88,641.506,1.895)
b53a (1430.78,584.327,1.895)
b55 (1349.16,743.896,1.895)
b56[0] (1373.94,651.018,1.895)
b56[1][0] (1155.57,550.687,1.895)
b56[1][1] (967.484,465.185,1.895)
b5[1][0]+66 (857.315,412.343,1.895)
b5[1][1][1] (806.405,388.666,1.895)
b6 (44.74,55.12,1.895)
b63[0] (39.51,790.56,1.895)
b63[1] (128.056,705.657,1.895)
b65 (989.78,164.57,1.895)
b7 (336.757,185.376,1.895)
b70 (889.783,398.495,1.895)
b8 (707.17,338.344,1.895)
b9 (407.64,209.776,1.895)
b96 (1106.35,752.154,1.895)
b97 (1319.91,747.973,1.895)
b98 (1078.03,735.078,1.895)
ba1[1] (462.067,958.877,1.895)
bm66a (873.291,398.462,1.895)
bm66b (833.522,386.55,1.895)
